6.4219346,-0.15538955,1.3098915,0.5808519,1.8145043
6.5662403,-0.21950614,1.3317084,0.52349836,1.9092803
6.5776167,-0.26464742,1.1257503,0.47976053,1.8719888
6.5727854,0.0115906,0.41268754,0.574606,1.7866359
6.2463903,-0.11065656,0.8960717,0.6276639,1.8854446
5.623311,-0.08155954,1.355684,0.7082633,1.7297199
6.2102776,-0.048895895,1.3506081,0.5274408,1.8102214
6.1782007,-0.12174988,1.2279932,0.4633755,1.8153291
6.2685804,-0.19750637,1.2354591,0.48508376,1.9972152
5.1274548,0.057035923,1.8189781,0.7834923,1.4253509
5.332005,0.019405246,1.7928398,0.773723,1.0960507
5.3989716,0.09205496,1.5690637,0.2696502,1.7113395
6.02252,0.000693202,1.4594746,0.6068443,1.5477952
5.5060925,-0.014529347,1.7088814,0.5329892,1.7315965
5.7444344,-0.08595204,1.9649501,0.25064445,1.8560565
6.207433,-0.24398988,1.4805908,0.40085316,1.9842534
6.229858,-0.281775,1.6205032,0.43267483,1.996998
6.2374067,-0.29275697,1.5574276,0.58501416,1.9798818
5.7195077,-0.16946584,1.8582313,0.35732576,1.9403787
5.3433566,-0.013931394,1.9269121,0.26518613,1.7693145
5.7253385,-0.022647023,1.9561388,0.36550593,1.7852547
5.6629415,0.03693545,1.729733,0.5263065,1.7625409
5.4497004,0.009996653,1.8412573,0.62352425,1.3542268
5.4117575,0.016486764,1.7748222,0.5381134,1.5209093
5.429818,-0.060105205,1.9453144,0.34498355,1.9404354
5.3938026,-0.06766105,1.9405286,0.65639114,1.9436288
5.306317,-0.11866784,1.9220884,0.5802905,1.9127512
6.1459246,0.10719097,0.6884365,0.5905109,1.8977795
6.1349015,0.07700646,0.76149154,0.59669036,1.66123
5.809743,0.07967746,1.0352373,0.42541412,1.8972771
6.0033126,0.053834796,1.41804,0.48883843,1.45737
5.445462,-0.003140986,1.6510558,0.62420523,1.5551912
5.485831,0.004340291,1.756978,0.67003435,1.5550728
5.777672,-0.26129293,1.9615555,0.5171894,1.8797085
5.4111423,-0.11468971,1.9753318,0.5721635,1.9041926
5.998852,-0.12511599,1.969729,0.6159114,1.6839689
5.3692627,-0.0150536895,1.9385555,0.48228866,1.6462414
5.486463,0.054180622,1.7593989,0.5486329,1.803821
5.283934,0.001350522,1.7977293,0.46045864,1.7816321
5.2230506,0.018181324,1.8848655,0.2695215,1.5737567
5.3211327,0.117056966,1.810956,0.43249208,1.3430002
5.481647,-0.057302773,1.7325578,0.4777223,1.7345333
5.57659,0.19948173,1.6012862,0.5426735,1.2993001
5.277519,0.14506435,1.8037167,0.442218,1.1582892
5.246074,0.067596674,1.8807235,0.5486191,1.476155
6.7238703,-0.6182203,1.9031384,0.51120734,1.9299321
6.097734,-0.44854987,1.8851678,0.6175462,1.9107728
6.671463,-0.5335977,1.9173083,0.539353,1.9970981
5.5071197,-0.14892763,1.9844792,0.73594797,1.5181425
5.447145,-0.06822258,1.9783969,0.59322107,1.9739037
