0.8073689,5.713831,-0.016659021,8.022402,0.62576556,-1.2721243,0.045896053,-0.086025536
0.8235458,6.5775957,-0.09287286,8.022285,0.6827011,-1.2694098,0.14131665,-0.098946035
0.84050727,6.8903284,-0.08819044,7.902357,0.73127556,-1.2960691,0.21504211,0.1985007
0.8617262,6.7704754,-0.013640344,8.025856,0.6845138,-1.2783365,0.11107302,0.046039164
0.8085302,6.958201,-0.054766834,8.024347,0.68720245,-1.2712352,-0.07223314,-0.34737647
0.76305866,5.5170746,-0.05765021,8.158554,0.67150474,-1.3220956,-0.060530066,-0.46752572
0.73727155,6.834614,-0.072479844,8.202971,0.728693,-1.3566574,0.057571292,-0.48628384
0.7715495,8.533942,-0.1390841,8.200014,0.73748183,-1.2748463,0.24978769,0.26377994
0.73257077,7.9067454,-0.06410164,8.294209,0.73250365,-1.3550928,0.31456578,-0.003823638
0.72356856,6.5703816,-0.05731958,8.34027,0.6685631,-1.3315585,0.34041905,0.28697956
0.738298,6.8386807,-0.11849892,8.339819,0.66835976,-1.3228469,0.42585778,0.16560715
0.71271914,8.326441,-0.15199655,8.456621,0.72235703,-1.3230596,0.3689022,0.34967107
0.719072,8.523094,-0.220276,8.567543,0.72805095,-1.3184483,0.31676197,0.20480233
0.706687,7.709901,-0.1821388,8.484144,0.7182269,-1.2854508,0.20511317,0.09587586
0.6888916,7.388851,-0.23487604,8.499895,0.73998547,-1.2801325,0.1396029,0.14365184
0.75447667,7.8603215,-0.17816007,8.388839,0.6700113,-1.2855065,0.19620335,0.22173715
0.77355206,9.259571,-0.20146954,8.5015955,0.665987,-1.284393,0.36949217,0.26772785
0.7543932,9.126308,-0.14108992,8.439511,0.6728554,-1.252358,0.6342579,0.42593932
0.7414366,9.099865,-0.28752345,8.462216,0.6901207,-1.2325678,0.72179484,0.4709034
0.74497616,9.432718,-0.21749502,8.644674,0.7138803,-1.3183601,0.6350416,0.5520694
0.7426672,9.051182,-0.18347836,8.620938,0.6739569,-1.3069515,0.04152,0.17204928
0.736235,9.532856,-0.1763581,8.612127,0.704231,-1.3093439,0.22055578,0.10114598
0.73688954,9.288691,-0.19336271,8.538616,0.7128906,-1.3078562,0.19978821,0.097838044
0.76637375,9.688231,-0.18291521,8.562326,0.70546293,-1.3118224,0.072454095,-0.1743151
0.73329365,8.596521,-0.17829472,8.600201,0.67390347,-1.3360881,-0.061056852,-0.33770603
0.74143356,8.280891,-0.23633265,8.50988,0.66676474,-1.2696221,0.1943661,-0.34092367
0.77716875,7.504567,-0.22620434,8.503575,0.64224815,-1.2478075,-0.035606384,-0.16817182
0.74468577,7.3806024,-0.17514539,8.439333,0.6347594,-1.250889,0.20199847,-0.12946606
0.7438252,7.5514083,-0.20691311,8.4307575,0.60861874,-1.2132757,0.14113903,0.16851509
0.7436153,7.9779673,-0.2263701,8.455699,0.6470752,-1.2132285,0.11886561,0.13260281
0.7399235,9.221397,-0.16290748,8.495485,0.6532252,-1.2654898,0.0020571947,-0.4441579
