0.5377039,0.38233992,-0.61731166,0.720358,-4.4574423,-3.4563377
-0.13009591,-0.19177496,0.15782087,4.8629494,-0.6047455,6.202118
0.17896515,0.097426474,-0.11004221,-0.7876437,-2.048167,0.7376811
-0.10649952,0.024691941,-0.12220476,-4.851582,0.27003485,3.1442575
0.18066573,-0.34737357,-0.051376097,-4.3065834,-3.6767335,1.9735662
0.8455807,-0.04705807,-0.56362987,-5.1274323,3.137407,1.8039706
0.00019484016,-0.14814284,0.08379734,-6.6164026,2.051217,1.609324
0.21444932,0.47137523,-0.08364043,-2.52525,8.632957,0.27732724
-0.024419742,0.21870174,0.058529258,1.4848101,-6.114425,-1.5210466
-0.03438516,-0.20156476,-0.030692805,0.6985834,4.5337763,2.6071024
0.06827097,-0.10600862,-0.1227959,-5.6961155,-4.686542,-0.23988569
-0.055795185,0.09657206,0.14239137,-0.2675017,-0.4449001,-4.7718573
-0.09044365,-0.1216353,0.0358868,-3.9516444,-2.5198429,-0.29790205
0.05157952,0.18320127,0.16160493,-1.9300532,-6.716929,-4.0181947
0.13854216,0.11867291,0.3233094,-5.578844,5.7117205,7.0415907
0.14892617,0.45405814,0.13733411,-8.93827,4.4680657,0.40667537
-0.23997392,0.19696562,-0.042664014,-11.923627,-3.4539201,-0.38985994
0.3824567,-0.17376266,-0.07973324,-0.5287343,5.888877,-1.954416
-0.083519496,0.50956964,-0.35321367,-4.763614,2.7902555,3.3931594
0.00864385,-0.052439194,0.37811607,0.9232119,-1.7806418,3.0491045
0.025640812,0.005144437,0.07268222,0.48845562,-8.312953,-0.009240833
-0.14336246,-0.17870595,-0.2460715,-2.7332134,2.7397647,3.3503513
-0.07221271,0.0031407152,-0.107905656,2.3866475,-0.561083,0.8523465
0.0007923327,-0.04086098,-0.012799471,6.9370093,1.0862466,4.6570907
-0.2296327,-0.10950612,0.056196947,-10.728746,-2.8573544,-1.0596513
0.14263216,-0.054334696,-0.22550376,-0.6328937,7.277085,3.3650427
-0.08949059,0.1866068,0.056493945,3.9007585,-4.0561824,4.5684013
0.09090491,0.26281294,0.3331819,5.3788924,0.238719,-7.063731
0.39677814,0.2751835,0.09968803,-0.80635965,3.0897465,-0.67734414
0.32272258,-0.090189904,0.06811864,-4.8249235,2.183162,-7.787843
-0.7270433,0.20016055,-0.8638251,-1.1909624,-7.914522,3.8602898
0.10068037,-0.12376006,-0.23773931,1.9484345,-3.9907928,-3.1416662
0.021525644,-0.13024522,-0.020474367,-0.027022742,8.139045,1.0569606
0.18562086,-0.05262131,-0.14204942,1.5356922,-0.5440038,-3.647337
-0.2538385,-0.01975698,0.067861594,0.8649428,0.4770476,-3.1310446
-0.06307148,0.20098373,0.101756044,-1.8473386,2.3279362,2.218189
0.427403,0.5125229,0.20307016,-11.533786,-0.08742601,-4.2832184
0.08827238,-0.16520236,-0.06580351,-6.0121284,-7.425802,-2.8361819
0.2635719,0.38863635,0.23081642,-3.7292535,7.599112,1.5779794
-0.14463717,-0.10917661,0.019655772,0.6896975,-2.9478106,3.991869
0.12734668,-0.16907579,0.15698034,2.6017697,-2.0757108,-6.3195877
0.046963383,0.0021109837,0.014975122,7.687261,-9.620018,6.710168
0.026301054,-0.02748744,0.05981718,5.367805,-2.7322485,1.3727154
-0.008990584,0.044178907,-0.07675668,-6.084214,-0.7668264,1.3524765
-0.4543696,-0.16872476,0.15418887,3.9710207,-1.8275373,2.9377453
-0.09484467,-0.13046557,0.0018417344,-0.015521392,3.3738496,-5.634089
0.061237484,-0.1502066,0.27515626,2.8610358,1.032199,-3.928645
-0.06845561,0.0055695735,-0.0074447,2.3552065,-2.3444571,2.3157032
