0.017222103,0.021305375,0.17954603
0.003653391,0.004679155,-0.2313815
-0.011893088,-0.015795933,-0.05703509
0.10367752,0.06909089,-0.011612116
0.005658997,0.022020217,-0.07036211
0.3101881,0.23299266,0.03267025
0.05307455,-0.36675707,0.0061971326
0.05070468,0.017819721,-0.044545595
0.035650227,0.007187621,0.080880575
0.031566076,-0.00651906,0.08019195
0.10704509,-0.0050643976,0.15657447
0.228862,0.25608706,-0.016467303
0.015668383,0.012297929,0.15232058
-0.014644512,0.004853195,0.01953096
0.15919147,-0.21805969,0.2415399
-0.021591168,-0.015452023,0.0019833862
-0.070448734,-0.00042670974,0.07434514
0.042206943,-0.11812106,-0.16448137
-0.030556621,-0.03835398,0.055380497
0.06778228,-0.10027908,-0.010912155
0.087091796,0.008131659,0.092870496
0.035825193,0.08384133,0.018270532
-0.080436915,-0.028684225,-0.20061174
0.12847526,0.054951623,-0.115609586
0.008083212,0.017283538,0.074820295
0.07239899,-0.02016634,0.30633342
-0.029058782,0.090939984,-0.0071627926
-0.0017673245,0.017910883,-0.020937152
-0.08543038,0.021698747,-0.0573333
0.5972685,-0.09482662,-0.22396362
-0.15120558,-0.07370339,0.14650808
-0.04525506,-0.047803443,0.13907039
0.0126718925,-0.01711069,-0.07197784
0.080380626,0.05062243,-0.008128485
0.01520192,0.02794336,0.17500407
0.17027412,0.108729765,-0.21504413
-0.012732412,-0.060194872,-0.085592054
-0.035113208,0.07320449,-0.20642613
-0.0830669,-0.03499186,0.25476918
0.0018232658,0.009825238,-0.14683084
-0.015237153,0.02863168,-0.09184817
-0.011961488,-0.035720374,0.14634965
-0.007519371,-0.048598833,0.035955954
1.1774108,-1.3488737,-0.21803321
-0.055265035,0.010577715,-0.12145847
0.019158266,-0.04318568,0.20521784
0.021790281,-0.05185832,-0.1937448
0.02867754,-0.007951116,-0.14522685
-0.02068663,0.2740306,-0.036864433
-0.009311463,0.025334023,0.025974676
-0.0032701213,-0.024750039,-0.16390127
-0.003983403,-0.024153292,0.06928938
-0.07355699,-0.0019632515,0.024960414
-0.035545986,-0.01602484,0.24414484
-0.08754747,-0.00034359674,-0.05662241
0.0789016,-0.08177325,0.08223605
-0.0051706964,-0.018389584,-0.052166544
-0.013198992,0.05712389,-0.33502144
-0.20680355,-0.019584121,0.18819192
-0.44072366,0.24589674,-0.297154
0.049047634,-0.020194063,-0.049809776
-0.00019904917,-0.076818675,-0.010843532
0.011043097,-0.012758509,-0.010580448
-0.03785885,-0.037055384,-0.0019195308
