0.33151165,0.06434945,4.4799995
-0.25200146,-0.025449887,-6.371811
0.019340735,-0.15256952,-6.361618
0.046316013,0.1178627,11.76947
-0.004343761,-0.014199205,-8.328907
-0.040836997,0.23503675,19.848515
-0.5462761,-0.3112001,14.249317
0.04512111,0.011922582,7.8658676
0.20700933,-0.011069292,5.078861
0.21398911,-0.05894958,7.6522408
0.2061646,0.018865293,26.446064
-0.091684476,0.23342946,15.99239
0.32221508,0.013604508,-0.1376152
0.1855964,-0.07858416,-10.784298
-0.1649766,-0.39747533,22.731838
0.16014013,-0.1932682,-7.9848824
0.4839993,0.027467875,-25.76808
-0.27551356,-0.12436103,9.33707
0.23575605,-0.3926927,-4.8301086
-0.1041584,-0.1598578,17.688541
0.17965972,0.03259217,19.856426
0.013840226,0.1329387,2.415657
-0.38519824,0.06254293,-22.900965
-0.0027233742,0.10397739,15.622135
0.21981853,0.0015289157,-5.718689
0.3477887,-0.033540558,25.294224
-0.038644243,0.1672308,-5.296917
0.080069594,-0.023432467,-10.439289
0.07498396,0.19126657,-20.896221
-0.06434548,0.111056775,33.21616
0.461503,-0.39009693,-38.31472
0.48760977,-0.6590388,-2.5441856
-0.0077646216,-0.105852626,1.5936279
0.06385175,0.08736557,11.328514
0.3110651,0.08945846,3.3840675
-0.08939032,0.14328481,14.5009575
-0.15677434,-0.24541828,-1.2683525
-0.26587027,0.10255378,-8.161961
1.3728945,-0.3275108,-1.1969986
-0.1241559,-0.042344164,-7.36121
-0.05004268,0.0015141207,-15.660625
0.38861412,-0.35191238,6.0235367
0.09447538,-0.31385317,2.9338264
-0.350698,0.04554505,30.712887
-0.11378562,0.012529725,-28.232805
0.3251623,-0.276883,16.785091
-0.22154391,-0.093958385,3.9380455
-0.09517451,-0.045186926,3.4301186
-0.20967661,0.28703412,7.9363403
0.15169016,0.015778076,-11.771744
-0.18465935,-0.11166501,-3.9795532
0.24388203,-0.21950558,2.863861
0.34707162,0.019707423,-31.461037
0.82205665,-0.15264262,-1.9715462
0.099502355,0.12365052,-27.490782
0.008272886,-0.17599109,22.49731
0.023438655,-0.15124108,-3.4273453
-0.3757532,0.089676596,-2.4473076
1.1883839,1.0268369,7.5847588
-0.4534893,0.7407267,5.8529663
