7.0669656,-0.073444724,-0.007240534,0.23572206
7.336975,-0.0033117533,-0.55271506,0.21770276
7.121801,-0.014959276,-0.10687137,0.20061141
7.1664114,-0.06084442,-0.26894897,0.2125041
7.3924074,-0.14574301,-0.5479206,0.28117636
7.40611,-0.18000197,-0.53740954,0.29774225
7.259261,-0.1552704,-0.28306538,0.2952438
7.2653227,-0.24775368,-0.09677452,0.330683
7.114645,-0.15292293,-0.13426721,0.3033186
7.030054,-0.06820476,0.05550337,0.22421362
7.0347137,-0.104429364,-0.009356856,0.24072322
7.386368,-0.16923612,-0.49602854,0.31871554
7.5622053,-0.26287776,-0.7127832,0.3719367
7.2169323,-0.1322397,-0.24135542,0.24557051
6.9787025,-0.072849095,-0.013798952,0.23281464
7.1810303,-0.06612378,-0.17897928,0.25791115
7.2797866,-0.13212907,-0.33412778,0.29864645
7.3379574,-0.1314134,-0.41170096,0.27578032
7.3480473,-0.18680865,-0.3178591,0.33350748
7.2669125,-0.11179447,-0.38318837,0.27053428
7.2169814,-0.10311973,-0.40574718,0.2432768
7.4655914,-0.13498479,-0.64220095,0.2818313
7.320974,-0.18985868,-0.45641917,0.3517484
7.359173,-0.2377488,-0.38869202,0.39468265
7.165274,-0.08942157,-0.1632325,0.25450572
7.0471535,-0.06674564,0.021760583,0.24907005
7.2856016,-0.18290317,-0.32092428,0.3164202
7.442276,-0.22449404,-0.63288057,0.34740633
7.4050374,-0.21980965,-0.5006089,0.35478425
7.357452,-0.2428962,-0.4425311,0.35355666
7.281889,-0.18699497,-0.3345585,0.29271442
7.2736435,-0.07189584,-0.29876465,0.23945434
7.149921,-0.08349717,-0.15242732,0.23083293
7.1285763,-0.10097468,-0.06272602,0.274857
7.2907047,-0.09502119,-0.5525668,0.29301655
7.115905,-0.092997134,-0.24312103,0.27416095
6.971568,-0.053262055,-0.17337447,0.24770847
6.9854345,-0.086752534,0.04549861,0.2387107
7.175603,-0.08208984,-0.21478242,0.24449103
7.338821,-0.15524447,-0.43700445,0.28232396
7.1230116,-0.06836909,-0.20940387,0.22012684
7.0234246,-0.099396944,0.04405713,0.27962795
7.0848565,-0.105771065,-0.07809353,0.2728349
7.165657,-0.16249555,-0.075891495,0.28098285
7.2593274,-0.146559,-0.29527915,0.28475225
7.182535,-0.16116345,-0.16530871,0.28953677
7.0978484,-0.0031328797,-0.2053299,0.21926856
7.263768,-0.1451782,-0.36281067,0.27439716
7.2625175,-0.11688793,-0.41355377,0.31588832
7.257032,-0.19214576,-0.32696468,0.32453182
7.4291115,-0.24847347,-0.44889462,0.32336777
7.3845143,-0.19108099,-0.42267823,0.30141258
7.2487674,-0.12177467,-0.28019625,0.3043171
7.1697907,-0.15667611,-0.2309295,0.3147426
7.1764927,-0.0771386,-0.33507425,0.24691951
7.1902223,-0.049515963,-0.39283162,0.21945775
7.0419874,-0.08005071,-0.105026424,0.23399754
7.0819054,-0.12526298,-0.13789439,0.2817122
7.21054,-0.18196988,-0.30744344,0.32316527
7.307833,-0.18698579,-0.33633292,0.35535896
7.29,-0.2738226,-0.2019279,0.33423126
7.472766,-0.12623334,-0.60380137,0.27557048
7.2453156,-0.11453134,-0.42758828,0.2863503
7.2478848,-0.122903764,-0.30820686,0.26878327
7.178071,-0.1282605,-0.15010083,0.25713307
7.720812,-0.35128677,-0.92248785,0.51661557
7.563394,-0.18260711,-0.708637,0.3050223
7.62884,-0.23747754,-0.81947845,0.37452263
7.662826,-0.21976274,-0.86967295,0.32676417
7.6330285,-0.26554716,-0.692265,0.35828388
7.6378746,-0.21525902,-0.9071877,0.34201372
7.2047067,-0.13551426,-0.16325366,0.3256781
7.06489,-0.04773873,-0.12881029,0.2374853
7.097435,-0.10862535,0.041319728,0.26163045
6.9770756,-0.076910555,0.12907314,0.23113202
6.902025,0.021661282,0.060001254,0.23466226
6.9771633,-0.03531736,-0.025429487,0.2156907
6.846609,-0.04750973,0.24648261,0.24191593
6.813197,-0.03861457,0.19476175,0.23325545
6.977857,-0.076318264,-0.017558098,0.27125126
7.0163097,-0.08835572,0.046364427,0.22818
6.7328672,0.029041052,0.14423013,0.21561348
6.9177246,-0.005287528,0.031451464,0.2100588
7.1724024,-0.16601056,-0.107072115,0.3162234
7.312846,-0.205895,-0.38978022,0.3192704
7.525856,-0.32472783,-0.53924674,0.4417892
7.3411264,-0.11471641,-0.33324474,0.26834232
7.307087,-0.049181163,-0.41605222,0.24519497
7.356701,-0.15875351,-0.35300314,0.30836225
7.208124,-0.15210605,-0.31875372,0.3208479
7.288309,-0.08861655,-0.40185297,0.23318294
6.749935,-0.0036510825,0.27313364,0.22003381
6.70714,-0.020879984,0.28459263,0.21056883
6.8782754,-0.0058801174,0.079488635,0.20352231
6.721469,-0.03616619,0.35525453,0.22095059
6.9409337,-0.07395077,0.033949614,0.26470047
6.8045454,-0.036949337,0.21672082,0.22792871
7.072702,-0.0664143,-0.18376923,0.2609707
6.9623785,-0.021696687,-0.058243334,0.22873768
7.087442,-0.10167843,-0.10807085,0.2702677
