1.0868752,3.0849357,0.5346663,7.0992756,0.41396213,-0.94328976,1.0854266,0.6783197
0.943472,2.5964637,0.52913094,7.173697,0.39125848,-1.0053475,1.5033967,0.6048242
1.1805298,2.5679133,0.38850188,7.1629,0.39206696,-0.88569593,0.47207975,0.5812746
1.1499946,3.1562884,0.46139526,7.284108,0.35835147,-0.9828291,0.45960748,0.36849332
1.1540486,3.1697054,0.5428343,7.287417,0.3403213,-0.9502487,0.27209127,0.36922157
1.3340802,3.8687172,0.49183035,7.1047425,0.38162446,-0.9752989,0.37417102,0.35617685
1.3013214,3.5112443,0.46457076,7.2040224,0.40059805,-0.9761176,0.33077765,0.39682996
1.8714764,3.2811694,0.51578355,7.0714035,0.3307371,-0.9371457,0.97351015,0.36024326
1.3861356,3.5816224,0.50961566,7.1324444,0.30595994,-0.8700886,1.4580207,0.58184695
1.3789659,2.4018188,0.6031077,7.0294204,0.3030734,-0.8458996,1.4984577,0.55003667
1.6818334,3.3886647,0.6317065,7.1395345,0.26976395,-0.84714985,1.1836257,0.5234121
1.032579,2.9438443,0.6469972,7.1073785,0.27395678,-0.8547342,0.9321344,0.5748714
1.5559479,2.76898,0.75169706,7.235737,0.216573,-0.8656094,1.1859057,0.44494092
1.9729013,3.038804,0.5048094,6.9753456,0.32452345,-0.89608383,1.041513,0.5108658
1.6959999,3.5659814,0.6571785,6.9818335,0.3307047,-0.90216875,0.5232047,0.4430877
1.4937704,2.2001958,0.86552906,6.8679147,0.32815123,-0.9091885,0.5276265,0.45070887
1.450797,2.083642,0.86376166,6.8828225,0.32736564,-0.9728303,0.33874297,0.33597755
1.6456075,2.1214674,0.76384306,6.904664,0.34318924,-0.96728945,0.35262823,0.39497602
1.3445013,2.3842022,0.6860254,6.9681377,0.34544706,-0.9568243,0.40534377,0.10332924
1.2161283,3.19769,0.65085363,7.1066008,0.37178278,-0.9598315,0.07876027,0.10753882
0.9590261,3.2148123,0.6866871,7.1430035,0.3645239,-0.9600711,0.32465088,0.3761577
1.0369155,2.3227286,0.6595862,7.1242194,0.32888913,-0.9321103,0.6257194,0.49342906
0.9254332,2.7737193,0.72594965,7.2048903,0.32710862,-0.98758745,0.6654208,0.49686897
0.69207305,2.5180569,0.7642405,7.2240157,0.33005095,-0.9901476,0.32029068,0.14532912
0.6638229,2.1267369,0.7271068,7.230543,0.36200833,-0.9778192,0.35659206,0.42507887
0.79673773,2.216807,0.5641365,7.2028575,0.36680675,-0.9760456,0.6726922,0.54312503
